"Date Printed: Tuesday, June 6, 2023 11:21:49 AM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Female | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2022 are considered preliminary (subject to a 12-month reporting delay). Inclusion of 2022 data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","22","7.1","308,332"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","White","Female","All transmission categories","21","0.9","2,240,572"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","White","Male","All transmission categories","180","8.0","2,248,976"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","2","0.5","367,444"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","71","17.9","397,538"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","38","32.9","115,459"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","43","29.9","143,770"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","8","2.4","336,490"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","27","9.0","299,303"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","White","Female","All transmission categories","28","1.2","2,249,310"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","White","Male","All transmission categories","178","8.0","2,224,476"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","10","2.8","352,189"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","110","29.1","378,077"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","46","41.0","112,192"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","56","40.6","137,845"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","4","1.2","327,249"
"HIV diagnoses","2019","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","18","6.3","285,906"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","White","Female","All transmission categories","28","1.2","2,241,743"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","White","Male","All transmission categories","182","8.2","2,215,040"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","13","3.8","338,343"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","76","20.9","363,613"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","80","73.4","109,027"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","58","43.5","133,407"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","4","1.3","315,541"
"HIV diagnoses","2018","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","21","7.7","273,943"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","White","Female","All transmission categories","27","1.2","2,230,217"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","White","Male","All transmission categories","151","6.9","2,202,457"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","15","4.6","326,047"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","82","23.3","351,761"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","42","39.8","105,503"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","62","48.2","128,633"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","2","0.7","301,882"
"HIV diagnoses","2017","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","26","10.0","260,489"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","White","Female","All transmission categories","31","1.4","2,211,396"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","White","Male","All transmission categories","158","7.2","2,181,600"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","13","4.2","312,764"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","68","20.1","338,525"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","41","40.2","102,018"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","43","34.7","123,754"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","5","1.7","287,150"
"HIV diagnoses","2016","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","26","10.5","246,535"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","White","Female","All transmission categories","26","1.2","2,190,488"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","White","Male","All transmission categories","194","9.0","2,157,921"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","5","1.7","299,685"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","88","27.1","324,884"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","31","31.4","98,791"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","53","44.4","119,397"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","5","1.8","273,913"
"HIV diagnoses","2015","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","27","11.5","233,989"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","White","Female","All transmission categories","29","1.3","2,174,712"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","White","Male","All transmission categories","187","8.7","2,138,874"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","7","2.4","288,477"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","64","20.4","314,469"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","35","36.5","95,898"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","55","47.3","116,244"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","2","0.8","261,351"
"HIV diagnoses","2014","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","32","14.4","221,599"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","White","Female","All transmission categories","16","0.7","2,163,654"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","White","Male","All transmission categories","207","9.8","2,122,757"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","10","3.6","278,375"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","77","25.3","304,198"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","34","36.3","93,680"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","43","38.0","113,196"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","4","1.6","249,873"
"HIV diagnoses","2013","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","18","8.6","210,319"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","White","Female","All transmission categories","23","1.1","2,156,453"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","White","Male","All transmission categories","246","11.6","2,112,966"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","9","3.3","269,860"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","62","21.0","295,436"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","31","33.9","91,433"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","51","46.3","110,170"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","9","3.7","241,698"
"HIV diagnoses","2012","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","17","8.4","202,033"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","White","Female","All transmission categories","25","1.2","2,148,588"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","White","Male","All transmission categories","238","11.3","2,100,888"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","4","1.5","261,440"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","78","27.1","288,017"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","26","29.5","88,192"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","50","46.9","106,558"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","7","3.0","233,116"
"HIV diagnoses","2011","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","16","8.3","193,938"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","White","Female","All transmission categories","24","1.1","2,136,491"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","White","Male","All transmission categories","273","13.1","2,083,880"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","8","3.2","252,491"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","105","37.5","280,049"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","24","28.1","85,467"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","39","37.9","102,807"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","3","1.3","224,275"
"HIV diagnoses","2010","Washington","53","Ages 13 years and older","Asian","Male","All transmission categories","18","9.7","185,589"
